Дата и время      	Тип события	Описание
18.07.2020 6:47:12	Аудит      	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:12	Аудит      	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:12	Аудит      	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:12	Аудит      	Устройство "100.Общ.№6 дача Сталина 2 ворота" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:11	Аудит      	Тревога оценена на устройстве "100.Общ.№6 дача Сталина 2 ворота" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:11	Аудит      	Просмотр камеры "100.Общ.№6 дача Сталина 2 ворота" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:11	Аудит      	Устройство "194.Информационный центр КБГУ - кабинет 310" сервера "KBGU-AXXON-4": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:10	Аудит      	Тревога оценена на устройстве "194.Информационный центр КБГУ - кабинет 310" сервера "KBGU-AXXON-4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:10	Аудит      	Просмотр камеры "194.Информационный центр КБГУ - кабинет 310" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:10	Аудит      	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:09	Аудит      	Устройство "126.Мед. Колл. -1 этаж  холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:09	Аудит      	Тревога оценена на устройстве "126.Мед. Колл. -1 этаж  холл" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:09	Аудит      	Просмотр камеры "126.Мед. Колл. -1 этаж  холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:07	Аудит      	Устройство "112.Медфак ул.И Арманд Лица" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:07	Аудит      	Тревога оценена на устройстве "112.Медфак ул.И Арманд Лица" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:07	Аудит      	Просмотр камеры "112.Медфак ул.И Арманд Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:05	Аудит      	Устройство "54.Физмат - 2 этаж левое крыло" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:05	Аудит      	Тревога оценена на устройстве "54.Физмат - 2 этаж левое крыло" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:05	Аудит      	Просмотр камеры "54.Физмат - 2 этаж левое крыло" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:04	Аудит      	Устройство "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:04	Аудит      	Тревога оценена на устройстве "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:04	Аудит      	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:03	Аудит      	Устройство "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:03	Аудит      	Тревога оценена на устройстве "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:02	Аудит      	Просмотр камеры "168.МедФак. Ул.И.Арманд - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:02	Аудит      	Устройство "157.Приэльбрусье - Центральный вход" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:02	Аудит      	Тревога оценена на устройстве "157.Приэльбрусье - Центральный вход" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:01	Аудит      	Просмотр камеры "157.Приэльбрусье - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:01	Аудит      	Устройство "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:47:01	Аудит      	Тревога оценена на устройстве "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
